movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,title_year,num_voted_users,plot_keywords,num_user_for_reviews,budget,genres
A History of Violence ,441,96,0,10000,917,882,31493782,2005,186606,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,1125,32000000,Crime|Drama|Thriller
Transporter 2 ,163,87,255,26000,1000,810,43095600,2005,156267,driver|french|kidnapping|police|sequel,340,32000000,Action|Crime|Thriller
The Quick and the Dead ,63,107,0,29000,165,159,18636537,1995,69197,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,216,32000000,Action|Thriller|Western
Laws of Attraction ,90,90,29,638,160,142,17848322,2004,18771,date|divorce|divorce lawyer|drinking|lawyer,102,28000000,Comedy|Romance
Bringing Out the Dead ,163,121,17000,12000,368,245,16640210,1999,53028,ambulance|ghost|hell|paramedic|rescue,382,55000000,Drama|Thriller
Repo Men ,197,119,238,1000,561,447,13763130,2010,87768,artificial organ|best friend|enforcer|future|near future,187,32000000,Action|Crime|Sci-Fi|Thriller
Dragon Wars: D-War ,93,107,26,889,618,535,10956379,2007,21506,antique shop|asian dragon|dragon|korean|reporter,364,35000000,Action|Drama|Fantasy|Horror|Thriller
Bogus ,15,110,278,3000,359,179,4357000,1996,5176,box office flop|circus|imaginary friend|magician|one word title,30,30000000,Comedy|Family|Fantasy
The Incredible Burt Wonderstone ,260,100,35,12000,10000,7000,22525921,2013,60596,magic|magic kit|magician|stage magician|vegas,158,30000000,Comedy
Cats Don't Dance ,18,75,10,3000,2000,826,3562749,1997,5600,animal|cat|child star|hollywood|star,49,32000000,Animation|Comedy|Family|Fantasy|Musical
Cradle Will Rock ,70,132,0,13000,898,876,2899970,1999,8039,1930s|depression|play|theatre|union,161,32000000,Drama
The Good German ,183,105,0,845,552,308,1304837,2006,21481,american|driver|journalist|russian|secret,175,32000000,Drama|Mystery|Thriller
George and the Dragon ,12,93,0,330,239,239,,2004,3088,dragon|knight|love|priest|princess,31,32000000,Action|Adventure|Comedy|Fantasy|Romance
Apocalypse Now ,261,289,0,11000,10000,3000,78800000,1979,450676,army|green beret|insanity|jungle|vietnam,983,31500000,Drama|War
Going the Distance ,167,102,8,839,730,472,17797316,2010,50523,bar|job|long distance relationship|male pubic hair|pubic hair,113,32000000,Comedy|Romance
Mr. Holland's Opus ,42,143,65,975,345,320,82528097,1995,30230,1990s|high school|high school teacher|teacher inspires students|teaching,154,6500000,Drama|Music
Criminal ,130,113,34,10000,877,24,14268533,2016,17319,cia|husband wife relationship|memory|tied up while barefoot|violence,100,31500000,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
Out of Africa ,66,161,521,11000,920,184,87100000,1985,52339,africa|hunter|love|marriage|plantation,200,31000000,Biography|Drama|Romance
Flight ,449,138,0,18000,984,874,93749203,2012,264047,airline|flight|flight attendant|lawyer|pilot,491,31000000,Drama|Thriller
Moonraker ,121,126,43,244,202,177,62700000,1979,69534,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,294,34000000,Action|Adventure|Sci-Fi|Thriller
The Grand Budapest Hotel ,536,99,0,13000,1000,670,59073773,2014,475518,first person narration|hotel|lobby boy|mentor protege relationship|painting,644,25000000,Adventure|Comedy|Crime|Drama
Hearts in Atlantis ,135,101,96,12000,495,442,24185781,2001,30339,based on multiple works|bully|kiss|memory|mysterious stranger,268,31000000,Drama|Mystery
Arachnophobia ,74,103,155,687,151,125,53133888,1990,50389,arachnophobia|death|doctor|small town|spider,136,31000000,Comedy|Fantasy|Horror|Thriller
Frequency ,168,118,40,2000,702,617,44983704,2000,81866,altering history|alternate history|amateur radio|ham radio|paranormal phenomena,510,31000000,Crime|Drama|Mystery|Sci-Fi|Thriller
Ghostbusters ,464,116,176,783,370,322,118099659,2016,69790,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211,144000000,Action|Comedy|Fantasy|Sci-Fi
Vacation ,204,99,0,26000,12000,816,58879132,2015,66123,amusement park|dysfunctional family|road trip|sequel|vacation,219,31000000,Adventure|Comedy
Get Shorty ,96,105,188,848,808,482,72077000,1995,62986,debt|loan shark|mobster|movie business|producer,150,30250000,Comedy|Crime|Thriller
Chicago ,223,113,252,539,151,90,170684505,2002,172080,fame|jail|jazz age|murder|vaudeville,1017,45000000,Comedy|Crime|Musical
Big Daddy ,112,93,221,12000,11000,781,163479795,1999,161858,homosexual|law|law school|responsibility|vomiting,289,34200000,Comedy|Drama
American Pie 2 ,142,108,6,3000,1000,1000,145096820,2001,200260,beach|beach house|college|party|student,431,30000000,Comedy
Toy Story ,166,74,487,15000,1000,802,191796233,1995,623757,claw crane|cowboy|jealousy|rivalry|toy,391,30000000,Adventure|Animation|Comedy|Family|Fantasy
Speed ,114,116,101,18000,946,780,121248145,1994,260981,bomb|bus|elevator|explosive|rescue,373,25000000,Action|Adventure|Crime|Thriller
The Vow ,214,104,23,17000,359,281,125014030,2012,145852,car accident|life support|memory loss|trauma|voice recording,164,30000000,Drama|Romance
Extraordinary Measures ,126,106,12,11000,3000,946,11854694,2010,14281,cure|disease|imagination|race against time|venture capital,64,31000000,Drama
Remember the Titans ,157,120,132,33000,18000,1000,115648585,2000,160776,american football|based on true story|head coach|high school|school,402,30000000,Biography|Drama|Sport
The Hunt for Red October ,104,135,323,826,692,495,122012643,1990,143696,analyst|defection|navy|soviet submarine|submarine,241,30000000,Action|Adventure|Thriller
Lee Daniels' The Butler ,304,132,304,15000,1000,898,116631310,2013,87665,butler|civil rights|hotel|president|white house,323,30000000,Biography|Drama
Dodgeball: A True Underdog Story ,191,92,43,989,939,936,114324072,2004,185338,dodgeball|gym|las vegas|pirate|ups,392,20000000,Comedy|Sport
The Addams Family ,55,99,188,1000,1000,436,113502246,1991,96607,accountant|loan shark|macabre|uncle|uncle fester,125,38000000,Comedy|Fantasy
Ace Ventura: When Nature Calls ,59,90,176,531,461,460,108360000,1995,160321,africa|bat|hawaiian shirt|pregnancy|pregnant,178,30000000,Adventure|Comedy
The Princess Diaries ,108,111,0,11000,995,529,108244774,2001,94049,cinderella story|fish out of water|makeover|manners|princess,301,37000000,Comedy|Family|Romance
The First Wives Club ,50,103,37,944,893,452,105444419,1996,31817,cult film|female therapist|revenge|revenge motive|therapy session,117,26000000,Comedy
Se7en ,216,127,21000,11000,11000,360,100125340,1995,1023511,detective|police partner|serial killer|serial murder|seven deadly sins,1080,33000000,Crime|Drama|Mystery|Thriller
District 9 ,472,112,662,2000,433,107,115646235,2009,531737,alien|ghetto|prawn|refugee|refugee camp,1262,30000000,Action|Sci-Fi|Thriller
The SpongeBob SquarePants Movie ,89,87,47,19000,542,217,85416609,2004,58906,based on tv series|crown|dream|king neptune|plankton,186,30000000,Adventure|Animation|Comedy|Family|Fantasy
Mystic River ,229,138,16000,616,541,262,90135191,2003,338415,ballistics|detective|friend|gun|sexual abuse,935,25000000,Crime|Drama|Mystery|Thriller
Million Dollar Baby ,268,132,16000,16000,11000,567,100422786,2004,482064,boxing|boxing trainer|death|suicide attempt|women boxing,1106,30000000,Drama|Sport
Analyze This ,145,103,11000,22000,979,636,106694016,1999,123940,analyst|mafia|patient|psychiatrist|wedding,337,30000000,Comedy|Crime
The Notebook ,177,123,415,33000,638,545,64286,2004,396396,class differences|letter|nursing home|second chance|summer love,1111,29000000,Drama|Romance
27 Dresses ,175,111,98,2000,805,71,76806312,2008,124501,boss|bridesmaid|friend|love|wedding,154,30000000,Comedy|Romance
Hannah Montana: The Movie ,131,102,23,1000,1000,635,79566871,2009,31760,farm|female protagonist|hannah montana|horseback riding|overalls,140,30000000,Comedy|Drama|Family|Music|Romance
Rugrats in Paris: The Movie ,41,78,0,971,844,786,76501438,2000,8146,amusement park|baby|france|paris france|villain,49,30000000,Adventure|Animation|Comedy|Family|Romance
The Prince of Tides ,30,132,0,769,713,252,74787599,1991,12549,new york|psychiatrist|shrimper|south carolina|twins,109,30000000,Drama|Romance
Legends of the Fall ,57,133,380,12000,11000,918,66528842,1994,112175,epic|heart|killing an animal|passion|usa,329,30000000,Drama|Romance|War|Western
Up in the Air ,391,108,655,24000,10000,940,83813460,2009,270238,airport|business trip|downsizing|on the road|travel,452,25000000,Drama|Romance
About Schmidt ,217,125,729,442,344,322,65010106,2002,107557,highway travel|on the road|retirement|road movie|wedding,612,30000000,Comedy|Drama
Warm Bodies ,452,98,129,303,18,7,66359959,2013,184641,fight|memory|teenager|undead|zombie,326,35000000,Comedy|Horror|Romance
Looper ,589,119,0,23000,13000,502,66468315,2012,428916,chase|future|surprise ending|time loop|time travel,667,30000000,Action|Crime|Drama|Sci-Fi|Thriller
Down to Earth ,61,87,129,979,891,560,64172251,2001,19079,angel|butler|heaven|manhattan new york city|reincarnation,122,30000000,Comedy|Fantasy
Babe ,79,91,108,405,368,204,66600000,1995,94435,dog|farmer|pig|sheep|sheepdog,182,30000000,Comedy|Drama|Family
Hope Springs ,234,100,64,11000,7000,329,63536011,2012,34258,couple|intimacy|marriage|marriage counseling|middle age couple,178,30000000,Comedy|Drama|Romance
Forgetting Sarah Marshall ,253,118,89,15000,975,344,62877175,2008,217507,breakup|hawaii|hotel|male full frontal nudity|resort,325,30000000,Comedy|Drama|Romance
Friday Night Lights             ,51,44,,971,741,690,,,42746,football|football coach|high school|small town|texas,257,,Drama|Sport
Four Brothers ,123,109,309,1000,654,482,74484168,2005,109894,bare butt|corrupt police|four brothers|funeral|murder,340,45000000,Action|Crime|Drama|Mystery|Thriller
Baby Mama ,145,99,5,2000,1000,966,60269340,2008,34079,baby|book|cartoon on tv|female protagonist|male anorexia,97,30000000,Comedy|Romance
Hope Floats ,65,114,0,970,631,545,60033780,1998,18973,best friend|friend|mother daughter relationship|small town|texas,162,30000000,Drama|Romance
Bride Wars ,152,89,56,11000,826,545,58715510,2009,79094,best friend|dyed hair|fake tan|rivalry|wedding,129,30000000,Comedy|Romance
Without a Paddle ,94,95,65,506,316,246,58156435,2004,37479,death|friend|hijacker|river|tree house,152,19000000,Adventure|Comedy|Mystery
13 Going on 30 ,119,98,56,3000,2000,533,56044241,2004,122187,13 year old|13th birthday|30 year old|wish|year 1987,339,37000000,Comedy|Fantasy|Romance
Midnight in Paris ,487,94,11000,617,204,183,56816662,2011,301149,1920s|golden age|midnight|paris france|time travel romance,509,17000000,Comedy|Fantasy|Romance
The Nut Job ,121,85,7,14000,3000,691,64238770,2014,19547,bank robbery|heist|raccoon|rat|squirrel,64,42000000,Adventure|Animation|Comedy|Family
Blow ,147,124,47,40000,1000,877,52937130,2001,198066,1960s|1970s|california|cocaine|wealth,426,30000000,Biography|Crime|Drama
Message in a Bottle ,85,131,43,18000,652,362,52799004,1999,28942,beach|bottle|jogging|letter|love,223,55000000,Drama|Romance
Star Trek V: The Final Frontier ,98,107,0,12000,664,643,55210049,1989,43743,captain|half brother|klingon|planet|vulcan,293,27800000,Action|Adventure|Sci-Fi|Thriller
Like Mike ,39,99,13,1000,889,837,51432423,2002,15074,basketball|lightning|nba|orphanage|shoe,72,30000000,Comedy|Family|Fantasy|Sport
Naked Gun 33 1/3: The Final Insult ,43,83,88,3000,459,348,51109400,1994,76850,retirement|spoof|terrorist|transsexual|undercover,85,30000000,Comedy|Crime
A View to a Kill ,108,131,46,1000,439,433,50300000,1985,68565,computer|earthquake|microchip|official james bond series|silicon valley,300,30000000,Action|Adventure|Thriller
The Curse of the Were-Rabbit ,209,85,9,567,269,100,56068547,2005,98160,competition|giant vegetable|pest control|stop motion animation|vegetable,307,30000000,Animation|Comedy|Family|Mystery|Sci-Fi
P.S. I Love You ,131,126,98,18000,631,37,53680848,2007,167967,birthday|friendship|hairy chest|letter|widow,243,30000000,Drama|Romance
Racing Stripes ,73,102,7,984,934,521,49186871,2005,12570,farm|horse|kentucky|racehorse|zebra,86,,Adventure|Comedy|Drama|Family|Sport
Atonement ,316,123,456,19000,1000,286,50921738,2007,192930,death of sister|dying|loss of virginity|septicemia|sex,581,30000000,Drama|Mystery|Romance|War
Letters to Juliet ,159,105,56,898,60,22,53021560,2010,74630,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,156,30000000,Comedy|Drama|Romance
Black Rain ,63,125,0,939,255,237,45645204,1989,39306,counterfeit|detective|japan|police chase|yakuza,119,30000000,Action|Crime|Thriller
The Three Stooges ,162,92,101,971,860,760,44328238,2012,25484,mule|nun|orphanage|tennis court|the three stooges,189,,Comedy
Corpse Bride ,267,77,13000,40000,16000,973,53337608,2005,188785,arranged marriage|bride|corpse|groom|woods,467,40000000,Animation|Drama|Family|Fantasy|Musical|Romance
Glory Road ,95,118,0,696,663,543,42643187,2006,34910,coach|college basketball|national championship|ncaa|texas,145,,Biography|Drama|Sport
Sicario ,478,121,777,455,221,219,46875468,2015,196217,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,461,30000000,Action|Crime|Drama|Mystery|Thriller
Southpaw ,305,124,845,15000,1000,424,52418902,2015,147128,boxer|boxing training|death of wife|male in shower|rage,277,30000000,Drama|Sport
Drag Me to Hell ,397,99,0,2000,1000,828,42057340,2009,158354,evil|fight|hell|psychic|psychologist,691,30000000,Horror|Thriller
The Age of Adaline ,214,112,43,11000,2000,1000,42478175,2015,93767,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,209,25000000,Drama|Fantasy|Romance
Secondhand Lions ,82,111,23,3000,3000,1000,41407470,2003,43378,africa|eyeglasses|money|texas|veteran,292,30000000,Comedy|Drama|Family
Step Up 3D ,138,107,209,2000,594,357,42385520,2010,47297,dance|dance crew|dancer|mortgage|new york city,86,30000000,Drama|Music|Romance
Blue Crush ,69,104,134,585,495,64,40118420,2002,26066,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,216,30000000,Drama|Romance|Sport
Stranger Than Fiction ,253,113,395,8000,189,77,40137776,2006,186977,author|fate|novelist|professor|writer,529,38000000,Comedy|Drama|Fantasy|Romance
30 Days of Night ,304,113,171,430,72,63,39568996,2007,138435,alaska|small town|snow|vampire|winter,527,32000000,Horror
The Cabin in the Woods ,634,95,246,26000,821,751,42043633,2012,277172,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,986,30000000,Fantasy|Horror|Mystery|Thriller
Meet the Spartans ,111,86,82,869,759,362,38232624,2008,88518,king|persian|spartan|training|xerxes,409,30000000,Comedy
Midnight Run ,77,126,102,22000,581,497,38413606,1988,54042,accountant|bounty hunter|fbi|mafia|mob,215,30000000,Action|Comedy|Crime|Thriller
The Running Man ,120,101,343,581,571,384,38122105,1987,112669,game of death|government conspiracy|latina|oppression|police,226,27000000,Action|Crime|Sci-Fi|Thriller
Little Shop of Horrors ,63,102,0,13000,854,413,38747385,1986,49349,eclipse|florist|nerd|plant|shop,165,25000000,Comedy|Horror|Musical|Sci-Fi
Hanna ,417,111,456,157,33,21,40247512,2011,159198,assassin|female warrior|martial arts|playground|training,438,30000000,Action|Drama|Thriller
The Family             ,9,60,,971,805,468,,,3322,family drama|lie|missing child|political campaign|secret,30,,Drama|Mystery
Mortal Kombat: Annihilation ,59,95,40,663,349,342,35927406,1997,36363,alternate reality|battle|martial arts|mortal kombat|warrior,256,30000000,Action|Adventure|Fantasy|Sci-Fi|Thriller
Larry Crowne ,218,98,15000,15000,839,392,35565975,2011,49205,bus stop|college|community college|scooter|speech class,184,30000000,Comedy|Drama|Romance
Carrie ,359,100,108,17000,2000,534,35266619,2013,108242,outcast|prom|self injury|telekinesis|tragic event,371,30000000,Drama|Fantasy|Horror
Take the Lead ,101,118,3,1000,712,439,34703228,2006,21767,ballroom|dance|dance teacher|student|teacher,127,30000000,Drama|Music
Entourage             ,52,28,,680,638,576,,,135643,actor|fame|friendship between men|hollywood california|sitcom,145,,Comedy|Drama
Gridiron Gang ,85,125,21,12000,2000,581,38432823,2006,33067,alliterative title|football|football coach|football practice|football team,134,30000000,Crime|Drama|Sport
What's the Worst That Could Happen? ,64,94,39,1000,611,506,32095318,2001,12466,businessman|ring|thief|vulgarity|washington d.c.,84,45000000,Comedy|Crime
9 ,263,79,30,940,271,265,31743332,2009,111117,hope|key|machine|number|rag doll,245,30000000,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller
